latent_key,rollout_id,trial_id,group,dominant_failure_mode,transition_id,from_chunk_id,to_chunk_id,normalized_transition_time,cosine_drift
action_head_input,intervention_success_trial_000,0,intervention_recovered_success,intervention_recovered_success,14,14,15,0.7368421052631579,0.336035406035762
action_head_input,intervention_success_trial_000,0,intervention_recovered_success,intervention_recovered_success,15,15,16,0.7894736842105263,0.3372156026234071
action_head_input,intervention_success_trial_000,0,intervention_recovered_success,intervention_recovered_success,16,16,17,0.8421052631578947,0.8702795094874898
action_head_input,intervention_success_trial_000,0,intervention_recovered_success,intervention_recovered_success,17,17,18,0.8947368421052632,0.32912308522984857
action_head_input,intervention_success_trial_000,0,intervention_recovered_success,intervention_recovered_success,18,18,19,0.9473684210526315,0.24026509134002993
action_head_input,intervention_success_trial_000,0,intervention_recovered_success,intervention_recovered_success,19,19,20,1.0,0.17256090318160944
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,0,0,1,0.0,0.17999200777600177
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,1,1,2,0.017241379310344827,0.1806538357436095
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,2,2,3,0.034482758620689655,0.2796907468074875
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,3,3,4,0.05172413793103448,0.295031061866979
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,4,4,5,0.06896551724137931,0.42456955420152864
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,5,5,6,0.08620689655172414,0.18421789719033055
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,6,6,7,0.10344827586206896,0.427881766368597
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,7,7,8,0.1206896551724138,0.5115511303057767
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,8,8,9,0.13793103448275862,0.5966389957411993
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,9,9,10,0.15517241379310345,0.272723063164369
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,10,10,11,0.1724137931034483,0.2563726255087877
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,11,11,12,0.1896551724137931,0.16818131644217948
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,12,12,13,0.20689655172413793,0.24364834777969313
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,13,13,14,0.22413793103448276,0.27922042594537255
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,14,14,15,0.2413793103448276,0.36754212840414757
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,15,15,16,0.25862068965517243,0.9809969979225078
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,16,16,17,0.27586206896551724,0.2802377853388309
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,17,17,18,0.29310344827586204,0.33691071089949076
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,18,18,19,0.3103448275862069,0.28355401308033923
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,19,19,20,0.3275862068965517,0.31730595148100016
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,20,20,21,0.3448275862068966,0.5918068825182502
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,21,21,22,0.3620689655172414,0.26918313223177615
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,22,22,23,0.3793103448275862,0.5056920620925995
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,23,23,24,0.39655172413793105,0.8441876113671072
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,24,24,25,0.41379310344827586,0.8420814841000406
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,25,25,26,0.43103448275862066,0.6627381108967413
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,26,26,27,0.4482758620689655,0.3554519060426041
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,27,27,28,0.46551724137931033,0.398686437728621
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,28,28,29,0.4827586206896552,0.8870611293504036
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,29,29,30,0.5,0.2688645948807311
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,30,30,31,0.5172413793103449,0.29432832896142735
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,31,31,32,0.5344827586206896,0.3900844731018063
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,32,32,33,0.5517241379310345,0.4025267528214469
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,33,33,34,0.5689655172413793,0.4151484343519589
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,34,34,35,0.5862068965517241,0.29477873363906726
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,35,35,36,0.603448275862069,0.39283296454703276
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,36,36,37,0.6206896551724138,0.2814203790221408
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,37,37,38,0.6379310344827587,0.593810323635388
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,38,38,39,0.6551724137931034,0.4369826005228953
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,39,39,40,0.6724137931034483,0.7409114636009797
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,40,40,41,0.6896551724137931,0.6624738408646469
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,41,41,42,0.7068965517241379,0.2758417312115322
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,42,42,43,0.7241379310344828,0.32618408191272497
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,43,43,44,0.7413793103448276,0.23222566788194243
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,44,44,45,0.7586206896551724,0.24612473968978676
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,45,45,46,0.7758620689655172,0.42550627282649467
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,46,46,47,0.7931034482758621,0.7249689476033694
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,47,47,48,0.8103448275862069,0.6766876187047557
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,48,48,49,0.8275862068965517,1.3032086835307441
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,49,49,50,0.8448275862068966,0.4193278949308762
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,50,50,51,0.8620689655172413,0.3651561021134453
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,51,51,52,0.8793103448275862,0.3094414159695906
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,52,52,53,0.896551724137931,0.30817887757902396
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,53,53,54,0.9137931034482759,0.28445567985157516
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,54,54,55,0.9310344827586207,0.32749170530514427
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,55,55,56,0.9482758620689655,0.39515323507721234
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,56,56,57,0.9655172413793104,0.3886891225186313
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,57,57,58,0.9827586206896551,0.3189372195791349
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,natural_failure,wrong_receptacle,58,58,59,1.0,0.2391452346595514
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,0,0,1,0.0,0.16404627011985573
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,1,1,2,0.017241379310344827,0.11157091761663218
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,2,2,3,0.034482758620689655,0.16692562643283093
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,3,3,4,0.05172413793103448,0.35033676375708145
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,4,4,5,0.06896551724137931,0.2916662420841597
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,5,5,6,0.08620689655172414,0.24801070691519977
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,6,6,7,0.10344827586206896,0.19709963806922937
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,7,7,8,0.1206896551724138,0.3213049618065862
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,8,8,9,0.13793103448275862,0.5532404633067497
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,9,9,10,0.15517241379310345,0.6671215421213081
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,10,10,11,0.1724137931034483,0.34247470368386135
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,11,11,12,0.1896551724137931,0.2774824910135434
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,12,12,13,0.20689655172413793,0.27670570846422715
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,13,13,14,0.22413793103448276,0.14420641695788838
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,14,14,15,0.2413793103448276,0.29178320091027987
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,15,15,16,0.25862068965517243,0.29681724285816313
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,16,16,17,0.27586206896551724,0.5726126191082603
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,17,17,18,0.29310344827586204,0.7166311170595145
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,18,18,19,0.3103448275862069,0.27353028227240017
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,19,19,20,0.3275862068965517,0.5412881235535443
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,20,20,21,0.3448275862068966,0.41996042052057503
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,21,21,22,0.3620689655172414,0.308255982130174
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,22,22,23,0.3793103448275862,0.487476156132841
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,23,23,24,0.39655172413793105,0.7160714081252676
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,24,24,25,0.41379310344827586,0.8212349913610324
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,25,25,26,0.43103448275862066,0.5126915058991846
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,26,26,27,0.4482758620689655,0.4044197202057931
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,27,27,28,0.46551724137931033,0.914850250445483
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,28,28,29,0.4827586206896552,0.2770014825314169
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,29,29,30,0.5,0.4061254505752925
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,30,30,31,0.5172413793103449,0.25905878556115747
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,31,31,32,0.5344827586206896,0.515011391059996
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,32,32,33,0.5517241379310345,0.25080521200738515
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,33,33,34,0.5689655172413793,0.30460385410189983
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,34,34,35,0.5862068965517241,0.7399415894675934
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,35,35,36,0.603448275862069,0.22831901516878284
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,36,36,37,0.6206896551724138,0.45966021019336756
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,37,37,38,0.6379310344827587,0.5214104737809808
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,38,38,39,0.6551724137931034,0.48477393741765173
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,39,39,40,0.6724137931034483,0.37103189343831033
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,40,40,41,0.6896551724137931,0.40216499294822006
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,41,41,42,0.7068965517241379,0.23232697598388075
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,42,42,43,0.7241379310344828,0.22014275600825262
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,43,43,44,0.7413793103448276,0.31930408715471703
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,44,44,45,0.7586206896551724,0.32677938619902613
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,45,45,46,0.7758620689655172,0.4244134993641767
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,46,46,47,0.7931034482758621,0.3066077674424149
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,47,47,48,0.8103448275862069,0.507131051465926
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,48,48,49,0.8275862068965517,0.3174323894352993
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,49,49,50,0.8448275862068966,0.3836238737532246
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,50,50,51,0.8620689655172413,0.49571523966795217
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,51,51,52,0.8793103448275862,0.25727513565181614
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,52,52,53,0.896551724137931,0.20523429543241045
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,53,53,54,0.9137931034482759,0.5492077566500524
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,54,54,55,0.9310344827586207,0.5464679654253649
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,55,55,56,0.9482758620689655,0.3772060104175823
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,56,56,57,0.9655172413793104,0.34600610519459973
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,57,57,58,0.9827586206896551,0.3504136294277993
action_head_input,intervention_success_trial_001,1,intervention_unrecovered_failure,intervention_unrecovered_failure,58,58,59,1.0,0.349928045658354
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,0,0,1,0.0,0.19248224431977
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,1,1,2,0.017241379310344827,0.17384653450771048
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,2,2,3,0.034482758620689655,0.17530771236700837
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,3,3,4,0.05172413793103448,0.4070334114667169
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,4,4,5,0.06896551724137931,0.342662181563232
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,5,5,6,0.08620689655172414,0.18625115583228535
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,6,6,7,0.10344827586206896,0.3930125879864024
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,7,7,8,0.1206896551724138,0.5324480037570124
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,8,8,9,0.13793103448275862,0.4849462447566053
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,9,9,10,0.15517241379310345,0.5460256623749509
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,10,10,11,0.1724137931034483,0.3702175701182697
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,11,11,12,0.1896551724137931,0.14592394196244918
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,12,12,13,0.20689655172413793,0.27355690053789483
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,13,13,14,0.22413793103448276,0.4183436316645086
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,14,14,15,0.2413793103448276,0.7818944159081715
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,15,15,16,0.25862068965517243,0.4755290382821795
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,16,16,17,0.27586206896551724,0.3130962558695414
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,natural_failure,wrong_receptacle,17,17,18,0.29310344827586204,0.3595106729876465
